14637,Cadaverous Armor,inv_chest_leather_03
14639,Schematic: Minor Recombobulator,inv_scroll_03
14640,Cadaverous Gloves,inv_gauntlets_15
14641,Cadaverous Walkers,inv_boots_05
14644,Skeleton Key Mold,inv_misc_stonetablet_03
14646,Goldshire Gift Voucher,inv_misc_gift_01
14647,Kharanos Gift Voucher,inv_misc_gift_01
14648,Dolanaar Gift Voucher,inv_misc_gift_01
14649,Razor Hill Gift Voucher,inv_misc_gift_01
14650,Bloodhoof Village Gift Voucher,inv_misc_gift_01
14651,Brill Gift Voucher,inv_misc_gift_01
14645,Unfinished Skeleton Key,inv_weapon_shortblade_21
14653,Scorpashi Slippers,inv_boots_01
14652,Scorpashi Sash,inv_belt_12
14654,Scorpashi Wristbands,inv_bracer_03
14655,Scorpashi Breastplate,inv_chest_leather_07
14656,Scorpashi Cape,inv_misc_cape_10
14657,Scorpashi Gloves,inv_gauntlets_25
14659,Scorpashi Leggings,inv_pants_07
14661,Keeper's Cord,inv_belt_12
14660,Scorpashi Shoulder Pads,inv_shoulder_05
14662,Keeper's Hooves,inv_boots_01
14658,Scorpashi Skullcap,inv_helmet_16
14665,Keeper's Cloak,inv_misc_cape_17
14664,Keeper's Armor,inv_chest_leather_02
14663,Keeper's Bindings,inv_bracer_03
14667,Keeper's Wreath,inv_helmet_25
14668,Keeper's Woolies,inv_pants_06
14670,Pridelord Armor,inv_chest_leather_02
14672,Pridelord Bands,inv_bracer_03
14666,Keeper's Gloves,inv_gauntlets_15
14669,Keeper's Mantle,inv_shoulder_18
14674,Pridelord Girdle,inv_belt_12
14671,Pridelord Boots,inv_boots_01
14673,Pridelord Cape,inv_misc_cape_10
14678,Pridelord Pauldrons,inv_shoulder_23
14675,Pridelord Gloves,inv_gauntlets_15
14679,Of Love and Family,inv_misc_bandage_10
14676,Pridelord Halo,inv_helmet_08
14680,Indomitable Vest,inv_chest_leather_02
14677,Pridelord Pants,inv_pants_06
14681,Indomitable Boots,inv_boots_01
14682,Indomitable Armguards,inv_bracer_03
14684,Indomitable Belt,inv_belt_12
14686,Indomitable Headdress,inv_helmet_08
14685,Indomitable Gauntlets,inv_gauntlets_15
14687,Indomitable Leggings,inv_pants_06
14688,Indomitable Epaulets,inv_shoulder_23
14683,Indomitable Cloak,inv_misc_cape_17
14722,War Paint Anklewraps,inv_boots_06
14723,War Paint Bindings,inv_bracer_06
14724,War Paint Cloak,inv_misc_cape_18
14725,War Paint Waistband,inv_belt_25
14726,War Paint Gloves,inv_gauntlets_12
14727,War Paint Legguards,inv_pants_05
14728,War Paint Shoulder Pads,inv_shoulder_07
14729,War Paint Shield,inv_shield_18
14730,War Paint Chestpiece,inv_chest_chain
14742,Hulking Boots,inv_boots_07
14743,Hulking Bands,inv_bracer_09
14744,Hulking Chestguard,inv_chest_chain_15
14745,Hulking Cloak,inv_misc_cape_20
14749,Hulking Spaulders,inv_shoulder_07
14748,Hulking Leggings,inv_pants_03
14747,Hulking Gauntlets,inv_gauntlets_05
14746,Hulking Belt,inv_belt_22
14753,Slayer's Skullcap,inv_helmet_59
14751,Slayer's Surcoat,inv_chest_chain_07
14752,Slayer's Cape,inv_misc_cape_08
14754,Slayer's Gloves,inv_gauntlets_04
14750,Slayer's Cuffs,inv_bracer_11
14755,Slayer's Sash,inv_belt_13
14756,Slayer's Slippers,inv_boots_01
14758,Slayer's Shoulderguards,inv_shoulder_23
14760,Enduring Breastplate,inv_chest_chain_15
14759,Enduring Bracers,inv_bracer_07
14761,Enduring Belt,inv_belt_29
14762,Enduring Boots,inv_boots_05
14757,Slayer's Pants,inv_pants_03
14763,Enduring Cape,inv_misc_cape_02
14764,Enduring Gauntlets,inv_gauntlets_09
14766,Enduring Breeches,inv_pants_03
14765,Enduring Circlet,inv_crown_02
14767,Enduring Pauldrons,inv_shoulder_21
14768,Ravager's Armor,inv_chest_chain_07
14769,Ravager's Sandals,inv_boots_fabric_01
14771,Ravager's Cloak,inv_misc_cape_18
14770,Ravager's Armguards,inv_bracer_02
14772,Ravager's Handwraps,inv_gauntlets_04
14773,Ravager's Cord,inv_belt_09
14774,Ravager's Crown,inv_helmet_19
14775,Ravager's Woolies,inv_pants_06
14776,Ravager's Mantle,inv_shoulder_23
14777,Ravager's Shield,inv_shield_02
14778,Khan's Bindings,inv_bracer_03
14780,Khan's Buckler,inv_shield_05
14779,Khan's Chestpiece,inv_chest_cloth_02
14781,Khan's Cloak,inv_misc_cape_08
14782,Khan's Gloves,inv_gauntlets_19
14783,Khan's Belt,inv_belt_11
14784,Khan's Greaves,inv_boots_01
14785,Khan's Helmet,inv_helmet_12
14786,Khan's Legguards,inv_pants_06
14787,Khan's Mantle,inv_shoulder_23
14790,Protector Buckler,inv_shield_02
14788,Protector Armguards,inv_bracer_03
14789,Protector Breastplate,inv_chest_leather_08
14791,Protector Cape,inv_misc_cape_05
14792,Protector Gauntlets,inv_gauntlets_04
14794,Protector Ankleguards,inv_boots_09
14793,Protector Waistband,inv_belt_03
14795,Protector Helm,inv_helmet_10
14796,Protector Legguards,inv_pants_03
14797,Protector Pads,inv_shoulder_29
14799,Bloodlust Boots,inv_boots_01
14798,Bloodlust Breastplate,inv_chest_chain_07
14800,Bloodlust Buckler,inv_shield_09
14802,Bloodlust Gauntlets,inv_gauntlets_19
14801,Bloodlust Cape,inv_misc_cape_18
14803,Bloodlust Belt,inv_belt_13
14804,Bloodlust Helm,inv_helmet_08
14806,Bloodlust Epaulets,inv_shoulder_23
14805,Bloodlust Britches,inv_pants_03
14808,Warstrike Belt,inv_belt_16
14809,Warstrike Sabatons,inv_boots_07
14810,Warstrike Armsplints,inv_bracer_04
14811,Warstrike Chestguard,inv_chest_chain_05
14813,Warstrike Cape,inv_misc_cape_01
14814,Warstrike Helmet,inv_helmet_10
14815,Warstrike Gauntlets,inv_gauntlets_04
14807,Bloodlust Bracelets,inv_bracer_03
14817,Warstrike Shoulder Pads,inv_shoulder_02
14816,Warstrike Legguards,inv_pants_03
14812,Warstrike Buckler,inv_shield_20
14821,Symbolic Breastplate,inv_chest_plate11
14825,Symbolic Crest,inv_shield_15
14826,Symbolic Gauntlets,inv_gauntlets_15
14827,Symbolic Belt,inv_belt_31
14828,Symbolic Greaves,inv_boots_05
14830,Symbolic Pauldrons,inv_shoulder_11
14831,Symbolic Crown,inv_crown_02
14832,Symbolic Vambraces,inv_bracer_07
14829,Symbolic Legplates,inv_pants_13
14833,Tyrant's Gauntlets,inv_gauntlets_19
14834,Tyrant's Armguards,inv_bracer_13
14835,Tyrant's Chestpiece,inv_chest_plate08
14841,Tyrant's Epaulets,inv_shoulder_23
14842,Tyrant's Shield,inv_shield_17
14838,Tyrant's Belt,inv_belt_24
14839,Tyrant's Greaves,inv_boots_plate_06
14840,Tyrant's Legplates,inv_pants_06
14843,Tyrant's Helm,inv_helmet_12
14844,Sunscale Chestguard,inv_chest_plate16
14846,Sunscale Gauntlets,inv_gauntlets_04
14847,Sunscale Belt,inv_belt_19
14852,Sunscale Shield,inv_shield_02
14848,Sunscale Sabatons,inv_boots_07
14849,Sunscale Helmet,inv_helmet_22
14851,Sunscale Spaulders,inv_shoulder_20
14850,Sunscale Legplates,inv_pants_02
14853,Sunscale Wristguards,inv_bracer_09
14854,Vanguard Breastplate,inv_chest_plate09
14857,Vanguard Sabatons,inv_boots_plate_05
14855,Vanguard Gauntlets,inv_gauntlets_17
14856,Vanguard Girdle,inv_belt_22
14858,Vanguard Headdress,inv_helmet_19
14860,Vanguard Pauldrons,inv_shoulder_27
14862,Warleader's Breastplate,inv_chest_plate09
14861,Vanguard Vambraces,inv_bracer_16
14859,Vanguard Legplates,inv_pants_03
14864,Warleader's Belt,inv_belt_22
14863,Warleader's Gauntlets,inv_gauntlets_28
14866,Warleader's Crown,inv_helmet_19
14867,Warleader's Leggings,inv_pants_03
14865,Warleader's Greaves,inv_boots_05
14869,Warleader's Bracers,inv_bracer_07
14868,Warleader's Shoulders,inv_shoulder_02
14872,Tirion's Gift,inv_box_01
14895,Saltstone Surcoat,inv_chest_plate08
14894,Lily Root,inv_misc_herb_02
14897,Saltstone Gauntlets,inv_gauntlets_22
14896,Saltstone Sabatons,inv_boots_plate_08
14899,Saltstone Helm,inv_helmet_20
14898,Saltstone Girdle,inv_belt_13
14900,Saltstone LegChains,inv_pants_07
14901,Saltstone Shoulder Pads,inv_shoulder_05
14904,Brutish Breastplate,inv_chest_chain_04
14903,Saltstone Armsplints,inv_bracer_04
14902,Saltstone Shield,inv_shield_12
14906,Brutish Belt,inv_belt_24
14905,Brutish Gauntlets,inv_gauntlets_28
14907,Brutish Helmet,inv_helmet_25
14909,Brutish Shoulders,inv_shoulder_11
14908,Brutish Legguards,inv_pants_04
14911,Brutish Boots,inv_boots_plate_06
14910,Brutish Armguards,inv_bracer_13
14912,Brutish Shield,inv_shield_02
14914,Jade Bracers,inv_bracer_12
14915,Jade Breastplate,inv_chest_plate07
14916,Jade Deflector,inv_shield_21
14913,Jade Greaves,inv_boots_plate_05
14917,Jade Gauntlets,inv_gauntlets_30
14918,Jade Belt,inv_belt_17
14919,Jade Circlet,inv_belt_25
14920,Jade Legplates,inv_pants_05
14921,Jade Epaulets,inv_shoulder_16
14923,Lofty Armguards,inv_bracer_14
14922,Lofty Sabatons,inv_boots_wolf
14924,Lofty Breastplate,inv_chest_wolf
14925,Lofty Helm,inv_helmet_10
14926,Lofty Gauntlets,inv_gauntlets_29
14927,Lofty Belt,inv_belt_32
14928,Lofty Legguards,inv_pants_04
14930,Lofty Shield,inv_shield_17
14933,Heroic Gauntlets,inv_gauntlets_31
14932,Heroic Greaves,inv_boots_plate_06
14931,Heroic Armor,inv_chest_chain_10
14934,Heroic Girdle,inv_belt_12
14936,Heroic Legplates,inv_pants_04
14937,Heroic Pauldrons,inv_shoulder_16
14935,Heroic Skullcap,inv_helmet_20
14929,Lofty Shoulder Pads,inv_shoulder_28
14938,Heroic Bracers,inv_bracer_14
14939,Warbringer's Chestguard,inv_chest_leather_10
14941,Warbringer's Armsplints,inv_bracer_19
14940,Warbringer's Sabatons ,inv_boots_plate_09
14942,Warbringer's Gauntlets,inv_gauntlets_27
14943,Warbringer's Belt,inv_belt_14
14944,Warbringer's Crown,inv_belt_28
14945,Warbringer's Legguards,inv_pants_04
14946,Warbringer's Spaulders,inv_shoulder_22
14948,Bloodforged Chestpiece,inv_chest_chain_07
14947,Warbringer's Shield,inv_shield_19
14949,Bloodforged Gauntlets,inv_gauntlets_19
14951,Bloodforged Sabatons,inv_boots_02
14950,Bloodforged Belt,inv_belt_13
14953,Bloodforged Legplates,inv_pants_06
14952,Bloodforged Helmet,inv_helmet_12
14954,Bloodforged Shield,inv_shield_05
14957,High Chief's Sabatons,inv_boots_05
14959,High Chief's Gauntlets,inv_gauntlets_06
14960,High Chief's Belt,inv_belt_29
14955,Bloodforged Shoulder Pads,inv_shoulder_23
14956,Bloodforged Bindings,inv_bracer_09
14961,High Chief's Crown,inv_helmet_23
14958,High Chief's Armor,inv_chest_chain_14
14962,High Chief's Legguards,inv_pants_08
14963,High Chief's Pauldrons,inv_shoulder_05
14964,High Chief's Shield,inv_shield_20
14967,Glorious Gauntlets,inv_gauntlets_10
14969,Glorious Headdress,inv_helmet_05
14966,Glorious Breastplate,inv_chest_plate03
14968,Glorious Belt,inv_belt_11
14970,Glorious Legplates,inv_pants_02
14971,Glorious Shoulder Pads,inv_shoulder_20
14972,Glorious Sabatons,inv_boots_plate_03
14965,High Chief's Bindings,inv_bracer_13
14973,Glorious Shield,inv_shield_15
14974,Glorious Bindings,inv_bracer_19
14976,Exalted Gauntlets,inv_gauntlets_04
14975,Exalted Harness,inv_chest_plate10
14977,Exalted Girdle,inv_belt_24
14978,Exalted Sabatons,inv_boots_wolf
14979,Exalted Helmet,inv_helmet_10
14980,Exalted Legplates,inv_pants_12
14981,Exalted Epaulets,inv_shoulder_13
14982,Exalted Shield,inv_shield_02
14983,Exalted Armsplints,inv_bracer_09
15002,Nimboya's Pike,inv_spear_05
15003,Primal Belt,inv_belt_23
15004,Primal Boots,inv_boots_08
15005,Primal Bands,inv_bracer_12
15006,Primal Buckler,inv_shield_09
15007,Primal Cape,inv_misc_cape_03
15008,Primal Mitts,inv_gauntlets_05
15010,Primal Wraps,inv_chest_leather_04
15011,Lupine Cord,inv_belt_03
15009,Primal Leggings,inv_pants_05
15012,Lupine Slippers,inv_boots_05
15016,Lupine Handwraps,inv_gauntlets_15
15014,Lupine Buckler,inv_shield_09
15013,Lupine Cuffs,inv_bracer_05
15018,Lupine Vest,inv_chest_fur
15019,Lupine Mantle,inv_shoulder_06
15015,Lupine Cloak,inv_misc_cape_10
15017,Lupine Leggings,inv_pants_06
15043,Plagueland Termites,inv_misc_monsterspidercarapace_01
15042,Empty Termite Jar,inv_potion_12
15044,Barrel of Plagueland Termites,inv_cask_01
15046,Green Dragonscale Leggings,inv_pants_05
15045,Green Dragonscale Breastplate,inv_chest_chain_06
15047,Red Dragonscale Breastplate,inv_chest_chain_06
15048,Blue Dragonscale Breastplate,inv_chest_chain_04
15049,Blue Dragonscale Shoulders,inv_shoulder_18
15051,Black Dragonscale Shoulders,inv_shoulder_01
15050,Black Dragonscale Breastplate,inv_chest_plate06
15054,Volcanic Leggings,inv_pants_06
15053,Volcanic Breastplate,inv_chest_leather_07
15052,Black Dragonscale Leggings,inv_pants_03
15055,Volcanic Shoulders,inv_shoulder_13
15058,Stormshroud Shoulders,inv_shoulder_05
15059,Living Breastplate,inv_chest_plate07
15057,Stormshroud Pants,inv_pants_09
15056,Stormshroud Armor,inv_chest_leather_08
15061,Living Shoulders,inv_shoulder_18
15063,Devilsaur Gauntlets,inv_gauntlets_26
15064,Warbear Harness,inv_chest_leather_04
15060,Living Leggings,inv_pants_05
15066,Ironfeather Breastplate,inv_chest_leather_06
15068,Frostsaber Tunic,inv_chest_chain_10
15062,Devilsaur Leggings,inv_pants_wolf
15069,Frostsaber Leggings,inv_pants_01
15070,Frostsaber Gloves,inv_gauntlets_16
15065,Warbear Woolies,inv_pants_wolf
15067,Ironfeather Shoulders,inv_shoulder_06
15072,Chimeric Leggings,inv_pants_02
15073,Chimeric Boots,inv_boots_07
15074,Chimeric Gloves,inv_gauntlets_23
15075,Chimeric Vest,inv_chest_leather_07
15076,Heavy Scorpid Vest,inv_chest_chain_15
15077,Heavy Scorpid Bracers,inv_bracer_09
15079,Heavy Scorpid Leggings,inv_pants_12
15080,Heavy Scorpid Helm,inv_helmet_20
15078,Heavy Scorpid Gauntlets,inv_gauntlets_24
15071,Frostsaber Boots,inv_boots_05
15081,Heavy Scorpid Shoulders,inv_shoulder_07
15082,Heavy Scorpid Belt,inv_belt_03
15084,Wicked Leather Bracers,inv_bracer_07
15083,Wicked Leather Gauntlets,inv_gauntlets_31
15085,Wicked Leather Armor,inv_chest_plate06
15086,Wicked Leather Headband,inv_misc_bandage_13
15088,Wicked Leather Belt,inv_belt_03
15090,Runic Leather Armor,inv_chest_leather_07
15091,Runic Leather Gauntlets,inv_gauntlets_31
15093,Runic Leather Belt,inv_belt_23
15094,Runic Leather Headband,inv_misc_bandage_11
15095,Runic Leather Pants,inv_pants_02
15096,Runic Leather Shoulders,inv_shoulder_15
15087,Wicked Leather Pants,inv_pants_12
15092,Runic Leather Bracers,inv_bracer_11
15102,Un'Goro Tested Sample,inv_misc_slime_01
15103,Corrupt Tested Sample,inv_misc_slime_01
15105,Staff of Noh'Orahil,inv_staff_14
15104,Wingborne Boots,inv_boots_07
15107,Orb of Noh'Orahil,inv_misc_orb_03
15106,Staff of Dar'Orahil,inv_staff_12
15108,Orb of Dar'Orahil,inv_misc_orb_03
15109,Staff of Soran'ruk,inv_staff_09
15110,Rigid Belt,inv_belt_05
15111,Rigid Moccasins,inv_boots_03
15112,Rigid Bracelets,inv_bracer_01
15114,Rigid Cape,inv_misc_cape_10
15113,Rigid Buckler,inv_shield_09
15115,Rigid Gloves,inv_gauntlets_24
15116,Rigid Shoulders,inv_shoulder_08
15117,Rigid Leggings,inv_pants_02
15119,Highborne Pants,inv_pants_08
15118,Rigid Tunic,inv_chest_leather_10
15120,Robust Girdle,inv_belt_06
15124,Robust Cloak,inv_misc_cape_03
15123,Robust Buckler,inv_shield_10
15125,Robust Gloves,inv_gauntlets_24
15122,Robust Bracers,inv_bracer_12
15127,Robust Shoulders,inv_shoulder_08
15128,Robust Tunic,inv_chest_cloth_05
15121,Robust Boots,inv_boots_03
15129,Robust Helm,inv_helmet_15
15131,Cutthroat's Boots,inv_boots_05
15126,Robust Leggings,inv_pants_07
15133,Cutthroat's Buckler,inv_shield_09
15134,Cutthroat's Hat,inv_helmet_15
15135,Cutthroat's Cape,inv_misc_cape_08
15130,Cutthroat's Vest,inv_chest_leather_04
15138,Onyxia Scale Cloak,inv_misc_cape_05
15137,Cutthroat's Mitts,inv_gauntlets_22
15136,Cutthroat's Belt,inv_belt_11
15132,Cutthroat's Armguards,inv_bracer_10
15139,Cutthroat's Pants,inv_pants_07
15140,Cutthroat's Mantle,inv_shoulder_11
15141,Onyxia Scale Breastplate,inv_chest_plate06
15143,Ghostwalker Bindings,inv_bracer_08
15144,Ghostwalker Rags,inv_chest_plate01
15145,Ghostwalker Buckler,inv_shield_10
15146,Ghostwalker Crown,inv_helmet_15
15147,Ghostwalker Cloak,inv_misc_cape_06
15148,Ghostwalker Belt,inv_belt_04
15142,Ghostwalker Boots,inv_boots_wolf
15150,Ghostwalker Pads,inv_shoulder_08
15149,Ghostwalker Gloves,inv_gauntlets_05
15151,Ghostwalker Legguards,inv_pants_wolf
15152,Nocturnal Shoes,inv_boots_08
15153,Nocturnal Cloak,inv_misc_cape_02
15154,Nocturnal Sash,inv_belt_15
15155,Nocturnal Gloves,inv_gauntlets_25
15157,Nocturnal Leggings,inv_pants_03
15156,Nocturnal Cap,inv_helmet_13
15159,Nocturnal Tunic,inv_chest_leather_05
15158,Nocturnal Shoulder Pads,inv_shoulder_22
15160,Nocturnal Wristbands,inv_bracer_09
15161,Imposing Belt,inv_belt_12
15162,Imposing Boots,inv_boots_02
15163,Imposing Bracers,inv_bracer_16
15165,Imposing Cape,inv_misc_cape_18
15164,Imposing Vest,inv_chest_leather_05
15167,Imposing Bandana,inv_misc_bandana_03
15166,Imposing Gloves,inv_gauntlets_22
15168,Imposing Pants,inv_pants_06
15170,Potent Armor,inv_chest_chain_13
15171,Potent Boots,inv_boots_01
15172,Potent Bands,inv_bracer_14
15174,Potent Gloves,inv_gauntlets_12
15169,Imposing Shoulders,inv_shoulder_23
15173,Potent Cape,inv_misc_cape_06
15176,Potent Pants,inv_pants_06
15177,Potent Shoulders,inv_shoulder_13
15178,Potent Belt,inv_belt_16
15179,Praetorian Padded Armor,inv_chest_chain_07
15175,Potent Helmet,inv_helmet_13
15181,Praetorian Boots,inv_boots_plate_07
15182,Praetorian Wristbands,inv_bracer_14
15184,Praetorian Gloves,inv_gauntlets_29
15186,Praetorian Leggings,inv_pants_06
15187,Praetorian Pauldrons,inv_shoulder_23
15180,Praetorian Girdle,inv_belt_11
15183,Praetorian Cloak,inv_misc_cape_18
15189,Grand Boots,inv_boots_07
15190,Grand Cloak,inv_misc_cape_02
15185,Praetorian Coif,inv_helmet_36
15188,Grand Armguards,inv_bracer_18
15191,Grand Belt,inv_belt_12
15193,Grand Crown,inv_helmet_06
15192,Grand Gauntlets,inv_gauntlets_31
15194,Grand Legguards,inv_pants_06
15195,Grand Breastplate,inv_chest_leather_05
15196,Private's Tabard,inv_misc_tabardpvp_01
15198,Knight's Colors,inv_misc_tabardpvp_03
15197,Scout's Tabard,inv_misc_tabardpvp_02
15200,Senior Sergeant's Insignia,inv_misc_monsterscales_15
15199,Stone Guard's Herald,inv_misc_tabardpvp_04
15202,Wildkeeper Leggings,inv_pants_02
15203,Guststorm Legguards,inv_pants_08
15206,Jadefinger Baton,inv_wand_04
15204,Moonstone Wand,inv_wand_07
15205,Owlsight Rifle,inv_weapon_rifle_04
15207,Steelcap Shield,inv_shield_11
15208,Cenarion Moondust,inv_enchant_dustsoul
15210,Raider Shortsword,inv_sword_04
15209,Relic Bundle,inv_misc_bag_10
15211,Militant Shortsword,inv_sword_20
15213,Mercenary Blade,inv_sword_36
15212,Fighter Broadsword,inv_sword_46
15215,Furious Falchion,inv_sword_16
15214,Nobles Brand,inv_sword_20
15216,Rune Sword,inv_sword_41
15218,Crystal Sword,inv_sword_39
15217,Widow Blade,inv_sword_41
15219,Dimensional Blade,inv_sword_23
15220,Battlefell Sabre,inv_sword_36
15221,Holy War Sword,inv_sword_06
15223,Jagged Star,inv_hammer_08
15222,Barbed Club,inv_hammer_08
15224,Battlesmasher,inv_hammer_08
15225,Sequoia Hammer,inv_hammer_08
15226,Giant Club,inv_hammer_16
15227,Diamond-Tip Bludgeon,inv_mace_15
15228,Smashing Star,inv_misc_bone_elfskull_01
15231,Splitting Hatchet,inv_axe_14
15230,Ridge Cleaver,inv_axe_21
15229,Blesswind Hammer,inv_hammer_02
15232,Hacking Cleaver,inv_weapon_shortblade_13
15235,Crescent Edge,inv_axe_16
15233,Savage Axe,inv_axe_08
15234,Greater Scythe,inv_axe_03
15236,Moon Cleaver,inv_axe_16
15240,Demon's Claw,inv_axe_16
15238,Warlord's Axe,inv_axe_16
15239,Felstone Reaver,inv_axe_10
15241,Battle Knife,inv_weapon_shortblade_01
15243,Deadly Kris,inv_weapon_shortblade_01
15242,Honed Stiletto,inv_weapon_shortblade_01
15244,Razor Blade,inv_weapon_shortblade_01
15237,Corpse Harvester,inv_axe_16
15247,Bloodstrike Dagger,inv_weapon_shortblade_03
15246,Demon Blade,inv_weapon_shortblade_03
15245,Vorpal Dagger,inv_weapon_shortblade_03
15248,Gleaming Claymore,inv_sword_23
15249,Polished Zweihander,inv_sword_23
15251,Headstriker Sword,inv_sword_42
15250,Glimmering Flamberge,inv_sword_20
15253,Beheading Blade,inv_sword_29
15252,Tusker Sword,inv_sword_45
15254,Dark Espadon,inv_sword_26
15256,Massacre Sword,inv_sword_26
15258,Divine Warblade,inv_sword_26
15257,Shin Blade,inv_sword_10
15259,Hefty Battlehammer,inv_hammer_16
15260,Stone Hammer,inv_hammer_17
15262,Greater Maul,inv_hammer_19
15261,Sequoia Branch,inv_hammer_16
15255,Gallant Flamberge,inv_sword_08
15263,Royal Mallet,inv_hammer_11
15264,Backbreaker,inv_hammer_16
15265,Painbringer,inv_hammer_10
15266,Fierce Mauler,inv_hammer_08
15268,Twin-Bladed Axe,inv_axe_09
15269,Massive Battle Axe,inv_axe_21
15270,Gigantic War Axe,inv_axe_17
15271,Colossal Great Axe,inv_axe_12
15273,Death Striker,inv_axe_18
15272,Razor Axe,inv_axe_17
15274,Diviner Long Staff,inv_staff_26
15267,Brutehammer,inv_hammer_10
15275,Thaumaturgist Staff,inv_staff_03
15278,Solstice Staff,inv_staff_03
15276,Magus Long Staff,inv_staff_14
15279,Ivory Wand,inv_wand_07
15277,Gray Kodo,ability_mount_kodo_01
15280,Wizard's Hand,inv_wand_06
15283,Lunar Wand,inv_staff_06
15281,Glowstar Rod,inv_staff_10
15284,Long Battle Bow,inv_weapon_bow_01
15282,Dragon Finger,inv_wand_06
15285,Archer's Longbow,inv_weapon_bow_03
15286,Long Redwood Bow,inv_weapon_bow_10
